 Score: %d of %d%13s%s%1s	 分數：%d / %d%13s%s%1s
You have taken the big plunge.	你縱身一跳，一路到底。
That's one small step for man... One giant leap for janitor-kind.	這是人類的一小步……卻是清潔工界的一大步。
Sunbathing Not Recommended	不建議日光浴
It's so hot you could fry a Vorlian phlegmsnake egg.	這裡熱到可以拿來煎沃利安痰蛇蛋了。
Don't Trust Guys in Black Spacesuits	別相信穿黑色太空衣的傢伙
A pulselaser blast to the forehead is not your idea of fun.  Fortunately, it didn't hit anything important.	一發脈衝雷射正中額頭，這可不是你想要的娛樂。還好，沒打到什麼重要的部位。
Down for the Count	一拳倒地
Better hang out at the gym more often.	你該多去健身房走走了。
Hole In One!	一桿進洞！
Hope you enjoy your new flow-through ventilation system.	希望你喜歡你這套全新的「穿孔通風系統」。
Just Like Mom Used to Make	就像媽媽做的一樣
As your life sputters to a close, you decide to cut down on desserts.	就在生命即將油盡燈枯之際，你決定以後要少吃點甜點。
Be More Careful With Explosives	玩爆裂物請小心一點
Didn't mom always tell you not to play with firecrackers?	媽媽不是一直叫你別玩鞭炮嗎？
Congratulations On Your Recent Death !	恭喜你，你剛剛死掉了！
Thanks for playing Space Quest ]I[. As usual, you've been a real hoot.	感謝你遊玩《宇宙傳奇 III》。一如既往，你這下真是笑翻全場。
Restore	恢復
Restart	重新開始
    Quit    	離開
Debug	除錯
Teleport to:	傳送到：
Inv. Object	庫存物件
Owner	擁有者
Glowing Gem	發光寶石
You are still carrying the piece of orium you picked up on Labion during your last adventure. However, it has long since lost its glow.	你身上還帶著上次冒險在拉比昂星撿到的那塊歐瑞姆礦石，不過它早就不再發光了。
It's a piece of SQ-approved electrical wire.	這是一條經過 SQ 認證的電線。
Ladder	梯子
This is a ladder. The evenly spaced rungs allow altitude adjustment.	這是一把梯子，等距排列的踏階可以讓你調整高度。
Reactor	反應爐
This is an auxiliary reactor.	這是一座輔助反應爐。
Orat on a Stick	串烤歐拉獸
Orat on a Stick! You can open his mouth, and close his mouth! Hours of fun for all!	串烤歐拉獸！你可以打開牠的嘴巴，也可以闔上牠的嘴巴！大人小孩都能玩上好幾個小時！
ThermoWeave Underwear	熱織內衣褲
ThermoWeave Shorts.  They keep you cool, and they're oh, so stylish.	熱織短褲，讓你涼爽消暑，而且非常時髦。
Astro Chicken Flight Hat	太空雞飛行帽
Wow! Your Official Astro Chicken Flight Hat!  Man, the babes'll really dig you in this!	哇！你的太空雞官方飛行帽！老兄，戴上這頂，妹子肯定為你神魂顛倒！
Monolith Decoder Ring	巨石解碼戒指
With this ring, you can decode any secret message!  Well, almost any secret message.	戴上這只戒指，你可以破解任何秘密訊息！呃，是幾乎任何秘密訊息啦。
Buckazoids	太空幣
Metal Pole	金屬棍
A handy metal pole.	一根好用的金屬棍。
Thermal Detonator	熱能爆破器
Used for blowing stuff to little bits.   It has an impact switch, so in other words...DON'T DROP IT!	用來把東西炸得粉碎的。它裝有觸發開關，換句話說……千萬別把它摔在地上！
Keycard	門卡
Elmo Pug's personal keycard for opening locked doors.	艾爾莫·帕格的私人門卡，用來打開上鎖的門。
Coveralls	連身工作服
A pair of janitor's coveralls. Used for looking the part.	一套清潔工的連身工作服，穿上就有模有樣。
Vaporizer	氣化槍
Mr. Garbage: a janitor's best friend. Designed to vaporize all nonorganic biodegradable matter (i.e. trash).	垃圾先生：清潔工最好的朋友。專門設計來氣化所有非有機可分解物質（也就是垃圾）。
Elmo's picture	艾爾莫的照片
A fine likeness of Elmo Pug's mug. Elmo Pug is the dashing young owner of ScumSoft, Inc.	一張艾爾莫·帕格尊容的精美畫像。艾爾莫·帕格是廢渣軟體公司英俊瀟灑的年輕老闆。
a copy of Elmo's picture	一張艾爾莫照片的複本
A fine likeness of a likeness of Elmo Pug's mug.	一張艾爾莫·帕格畫像的畫像的精美複本。
Invisibility Belt	隱形腰帶
Terminator's invisibility belt.	魔鬼終結者的隱形腰帶。
Bag of Fast Food	一袋速食
A bag chock-full of gastric delights!	一袋裝滿讓你胃口大開的美食！
Created and Written by	製作與撰寫
Mark Crowe and Scott Murphy	馬克·克羅威與史考特·墨菲
hero in suspended animation.	英雄陷入暫停生命的冬眠之中。
...but not for long.	……但不會太久。
Scott	史考特
Space	太空
Phleebhut	弗利布特
Ortega	歐特加
Pestulon	佩斯圖倫
a tiny reactor which seems to be providing power for the lights and a formerly lustrous gem	一座似乎在為燈光供電的小反應爐，以及一顆曾經閃閃發亮的寶石
a tiny reactor which seems to be providing power for the lights and an unconnected wire	一座似乎在為燈光供電的小反應爐，以及一條未接上的電線
a formerly lustrous gem, and an unconnected wire	一顆曾經閃閃發亮的寶石，以及一條未接上的電線
a tiny reactor which seems to be providing power for the lights	一座似乎在為燈光供電的小反應爐
an unconnected wire	一條未接上的電線
a formerly lustrous gem	一顆曾經閃閃發亮的寶石
nothing but crusty wire ends	只剩下結痂般的電線頭
Depleted	耗盡
Whining	哀鳴
Welcome	歡迎
Bully	好極了
Actions	動作
Looking closely, you notice that the terminator's invisibility belt has survived relatively intact.	仔細一看，你發現魔鬼終結者的隱形腰帶居然相對完好無損地保存了下來。
Stay Here	留在這裡
Return to Ship	返回太空船
Enter ScumSoft	進入廢渣軟體
the Boss	老大
and speed are lost.	速度也一併盡失。
Suddenly...	突然間……
out of the blackness into a parallel universe.	從一片黑暗之中，墜入了一個平行宇宙。
and hope for the best.	只能祈禱最好的結果。
you near a seemingly habitable planet.	你逐漸接近一顆看似適合居住的星球。
Roger	羅傑
Ken Williams	肯·威廉斯
Scott and Mark	史考特與馬克
Cooperation In The Making Of This Game:	參與本遊戲製作：
Pestulon Department of Forestry	佩斯圖倫林務局
Monolith Synthetic Industries, Inc.	巨石人工合成工業股份有限公司
Fester's World-O-Wonders	費斯特的奇觀世界
Gippazoid Novelties	吉帕佐怪奇雜貨
Phleebhut Sand Advisory Council	弗利布特沙務顧問委員會
Arnoid Droidworks	阿諾德機器人工廠
Caffeinate 90	咖啡因90
OrboSnack Food Inhalers	歐博零食吸入器
Friends of the Talking Bear Society	會說話熊之友社
For Their Outstanding Sound Work	感謝他們傑出的音效製作
For A Great Programming Effort	感謝了不起的程式設計投入
For His Generous, Yet Verbose, Contribution of Advice, Help & Emergency Code Service	感謝他慷慨(卻又話多)的建議、協助與緊急程式救援服務
Very Special Thanks to	特別感謝
For Putting Up With Us These Last 12 Months	感謝過去這 12 個月忍受我們
(For Shelling Out Your Hard Earned Bucks To Buy This Game)	(感謝你砸下辛苦錢買下這款遊戲)
Dialog	對話
Controls	操控
Wander	漫步
Follow	跟隨
Chase	追趕
Timer	計時器
Avoid	迴避
Normal	普通
Cancel	取消
Gauge	量表
Extra	擴展
Sound	音效
  Save  	  儲存
Replace	替換
Select the game that you would like to restore.	選擇你想要讀取的遊戲。
Type the description of this saved game.	輸入這個存檔遊戲的描述。
This directory/disk can hold no more saved games. You must replace one of your saved games or use Change Directory to save on a different directory/disk.	這個目錄/磁碟已無法儲存更多遊戲。你必須替換其中一個存檔遊戲，或使用「改變目錄」在不同的目錄/磁碟上儲存。
Restore a Game	讀取遊戲
Save a Game	儲存遊戲
Save	  儲存
 Cancel 	取消
with:	使用：
Cycle	循環
Motion	動作
controls	控制設定
Change Directory	變更目錄
You are carrying:	你身上帶著：
You are carrying nothing!	你什麼也沒帶！
Enter input	輸入資料
 Action 	 動作
 Speed 	 速度 
 Sound 	音效
Bailing Out?	要開溜了嗎？
Quit	離開
This game is paused.	遊戲已暫停。
Ok. I'm back.	好，我回來了。
In fact, you don't want your boss to know that you've been playing Space Quest ]I[ for %d hours, %d minutes and %d seconds.	事實上，你不會希望老闆知道，你已經玩了 %d 小時 %d 分 %d 秒的宇宙傳奇 ]I[。
Speed (1 - 16)?	速度 (1 - 16)？
Volume (1 - 16)?	音量 (1 - 16)？
Collect	收集
Script	指令檔
Event	事件
SQ3_CHT_HELP	宇宙傳奇 III 操作說明\n本作用鍵盤打「英文」指令來玩\n（動詞＋名詞）\nlook看 get拿 open開 use用\ntalk交談 give給 push推\n例：get chip（拿晶片）\n移動：方向鍵或滑鼠\nF5存檔 F7讀檔 F1叫出本說明\n更多指令請見隨附中文手冊\n（按任意鍵關閉）
